EMPLID,CL1,CL2,CL3,CL4,CL5,CL6,CL7,CL8,CL9,CL10,CL11,CL12,CL13,CL14,CL15,CL16,CL17,CL18,CL19,CL20,
1032904,,,,,,,,,,,,1,,,0,,,,1,,2
1032936,1,,,,,,,,,,,,1,,,,,,,,2
1033060,0,0,,,0,0,0,,,,,,,,,,,,,,0
1033086,0,,,0,,0,0,,,,,,,,,,0,,,,0
1033098,,0,,,,,,,,,,0,,,,0,,,0,,0
1033099,,0,,0,,,,,,,,0,,,,1,,,,,1
1033178,0,0,,,,0,0,,,,,0,,,,,,,,,0
1033189,,,,,,,,,,,,1,,,,,,,1,,2
1033192,,1,,,,,,,,,,,,,,0,,,0,,1
1033239,0,,,,,,,,,,,,0,0,,,,0,,,0
1033244,0,,,,,0,1,,,,,,,,0,,,,,,1
1033320,0,,0,,0,,,,,,,,,,,,1,,,,1
1033321,,,,,,,,,,,,0,0,1,,,,1,,,2
1033322,,0,,,,,,,,,,0,1,,,,1,,,,2
1033324,,,,,,,,,,,,,0,,,,0,,,,0
1033326,,,,,,,,,,,,0,0,,,0,,,0,,0
1033327,0,0,,,0,,,,,,,0,,,,,,,,,0
1033412,0,,,,,0,0,,,,,,,,,,,,,,0
1033415,0,0,,,,,,,,,,0,,,0,,,,,,0
1033460,0,0,,,0,,,,,,,0,,,,,,,,,0
1033578,1,,,,,,,,,,,0,1,,,0,,,,,2
1033580,0,,,,,,,,,,,0,0,,,,,0,,,0
1033614,0,,,,,0,0,,,,,,,,0,,,,,,0
1033617,0,,,,,,,,,,,,0,,,,,0,,,0
1033639,,,,,,,,,,,,,1,,,,,,1,,2
1033685,,0,0,0,,,,,,,,,,,0,,,,,,0
1033686,,0,,,,,,,,,,0,,,,0,,,0,,0
1033733,,0,,,,,,,,,,,0,,0,0,,0,,,0
1033764,0,,0,,,,,,,,,,,,,,,,,,0
1033807,1,0,,,,1,1,,,,,0,,,,,,,,,3
1033884,0,,,,,0,0,,,,,0,,,0,,,,,,0
1033895,1,,,,,,,,,,,,,,0,,,,,,1
1033903,,0,,,,,,,,,,0,,,,0,,,0,,0
1033982,0,,,,,0,0,,,,,,,,0,,0,,,,0
1033983,0,0,0,,,,,,,,,,,,,,,,,,0
1033997,,,,1,,,,,,,,,,1,,,,,,,2
1034013,,1,,,,,,,,,,0,1,,,1,,,0,,3
1034016,0,,,,,0,0,,,,,,,0,,,,,,,0
1034054,,,,,,,,,,,,0,,,,1,,,0,,1
1034104,,,,,,,,,,,,0,0,,,,,,,,0
1034136,0,,,0,,0,0,,,,,,,,,,,,,,0
1034149,,0,,,,,,,,,,0,,,,0,,,0,,0
1034191,,,,,,,,,,,,1,,,,1,,,,,2
1034194,0,,,,,,,,,,,,1,,1,0,,,,,2
1034197,0,0,,,,,,,,,,,1,,,,,,0,,1
1034244,0,,,,,0,0,,,,,,,,,,,,,,0
1034245,1,,0,0,,,,,,,,,,,0,,,,,,1
1034255,,,,,,,,,,,,0,0,,0,,0,,,,0
1034276,0,,0,,,0,0,,,,,,,,,,,,,,0
1034282,,,,,,,,,,,,0,1,,0,,0,,,,1
1034351,,0,,,,,,,,,,0,1,,0,0,1,,,,2
1034355,,,,,,,,,,,,,0,,,,,,,,0
1034452,,,,,,,,,,,,0,1,,,1,,,,,2
1034472,0,,,,,,,,,,,,0,,,,,0,,,0
1034480,0,,,,0,,,,,,,,,,,,,,,,0
1034481,0,,,,,,,,,,,,0,,,,,0,,,0
1034493,,,,,,,,,,,,,0,,,,0,,0,,0
1034494,0,,0,,,0,0,,,,,,,,,,,,,,0
1034538,0,0,,,,,,,,,,,0,,0,,,,,,0
1034577,,0,,,,,,,,,,,,,,0,,,0,,0
1034635,0,,,,,0,,,,1,,,,0,,,,,,,1
1034732,,0,,,,,,,,,,0,,,,0,,,0,,0
1034757,,,,,,,,,,,,0,,,,0,,,0,,0
1034845,0,,,,,0,,,,,,,,,0,,,,,,0
1034901,1,0,,,,,,,,,,,,,,,,,,,1
1034971,0,0,0,,,,,,,,,,,,,,0,,,,0
1035006,0,,1,1,,,,,,,,,,,0,,,,,,2
1035009,,,,,,,,,,,,,0,,0,,,,,,0
1035051,,0,,,,,,,,,,1,,,,,,,1,,2
1035061,,,,,,,,,,,,1,,,1,1,,,1,,4
1035211,,,,,,,,,,,,,0,,0,0,,0,,,0
1035219,,0,,0,,,,,,,,0,,1,,,,,,,1
1035223,0,,,,,,,,,,,0,,,,,,,,,0
1035260,,0,,,,,,,,,,,,,0,,,,,,0
1035314,0,,,,,,,,,,,,,,,,,,,,0
1035395,,,,,,,,,,,,0,0,,,,,,,,0
1035408,,,,,,,,,,,,0,,,,1,,,0,,1
1035413,,0,,,,,,,,,,0,,,,0,,,0,,0
1035423,,0,,,,,,,,,,,0,,,,,,,,0
1035481,,,,,,,,,,,,1,,,,,,,1,,2
1035577,,,,0,,,,,,,,,,,0,,,,,,0
1035646,0,0,,,,,,,,,,,,,,,,,,,0
1035704,0,,,,,,,,,,,,,,,0,,,,,0
1035796,0,,0,,,,,,,,,,,,,,,,,,0
1035847,,,,,,,,,,,,1,,,,,,,1,,2
1035984,,,,,,,,,,,,,0,,0,,,,,,0
1035993,,0,,,,,,,,,,0,,,,,,,,,0
1036075,0,,,,,,,,,,,,,,,,,,,,0
1036084,0,,,,,,,,,,,0,,,,,,,,,0
1036091,,0,,,,,,,,,,,1,,,,,,,,1
1036363,0,,0,,,,,,,,,,,,,,,,,,0
1036445,,0,,,,,,,,,,1,,,,,,,,,1
1036522,,,,,,,,,,,,0,,,0,,,,,,0
1036576,0,,,0,,,,,,,,,,,,,,,,,0
1036652,,,,,,,,,,,,,1,,,,1,,,,2
1036686,,,,0,,,,,,,,0,,,,,,,,,0
1036692,,0,,,,,,,,,,0,,,,,,,,,0
1036695,0,,0,,,,,,,,,,,,,,,,,,0
1036780,,0,,,,,,,,,,1,,,,,,,,,1
1036909,,,,,,,,,,,,1,1,,,,,,,,2
1036921,0,,,,,,,,,,,0,,,,,,,,,0
1036940,,,,,,,,,,,,0,,,,,,,0,,0
1037035,,,,,,,,,,,,1,1,,,,,,,,2
1037059,1,,,,,,,,,,,,,,0,,,,,,1
1037098,1,,,,,,,,,,,,,,,,,,,,1
1037101,,0,,,,,,,,,,,,,0,,,,,,0
1037104,,1,,,,,,,,,,,,,,,,,1,,2
1037106,,,,,,,,,,,,,1,,,,,,,,1
1037136,,,,,,,,,,,,0,,,0,,1,,,,1
1037217,0,,,,,,,,,,,0,,,,,,,,,0
1037224,,,,,,,,,,,,0,,,,,,,0,,0
1037231,0,,0,,,,,,,,,,,,,,,,,,0
1037325,,,,,,,,,,,,,1,,,,1,,,,2
1037337,,,,,,,,,,,,0,,0,,,,,,,0
1037370,,,,,,,,,,,,0,,,,,,,0,,0
1037456,,,,0,,,,,,,,,,,0,,,,,,0
1037464,,,,,,,,,,,,,,,0,0,,,,,0
1037492,0,,,,,,,,,,,,0,,,,,,,,0
1037530,,,,,,,,,,,,,1,,,,,,0,,1
1037640,,,,,,,,,,,,0,0,,,,,,,,0
1037886,,,,,,,,,,,,0,,,,,,,0,,0
1037894,0,,,,,,,,,,,,,,,,,,,,0
1037968,,,,,,,,,,,,,0,,0,,,,,,0
1038013,,0,,,,,,,,,,,,,,,,,0,,0
1038038,,,,,,,,,,,,1,0,,,,,,,,1
1038087,1,,,,,,,,,,,,,,,,,,,,1
1038091,1,,,,,,,,,,,,,,,,,,,,1
1038092,,,,0,,,,,,,,,,,0,,,,,,0
1038273,0,,,,,,,,,,,0,,,,,,,,,0
1038344,,,,,,,,,,,,0,,,,,,,0,,0
1038386,,,,,,,,,,,,0,,,,,,,0,,0
1038388,,,,,,,,,,,,0,,,,,,,0,,0
1038391,,,,,,,,,,,,0,,,,,,,0,,0
1038393,0,,,,,,,,,,,,,,,,,,,,0
1038395,,,,,,,,,,,,0,,,,,,,0,,0
1038429,,,,,,,,,,,,1,,,,,,,1,,2
1038480,,,,,,,,,,,,,0,,,,0,,,,0
1038488,,,,0,,,,,,,,,,,0,,,,,,0
1038510,,0,,,,,,,,,,,1,,,,,,,,1
1038555,,,,,,,,,,,,0,,,,,,,0,,0
1038702,,,,,,,,,,,,0,,,,,,,0,,0
1038741,,,,,,,,,,,,0,,,,,,,0,,0
1038773,,,,,,,,,,,,,0,,,0,,,,,0
1038796,,0,,,,,,,,,,,0,,,,,,,,0
1038819,,,,,,,,,,,,1,,,,,,,1,,2
1038838,,0,,,,,,,,,,,0,,,,,,,,0
1038845,,,,,,,,,,,,0,,,,,,,0,,0
1038924,,,0,,,,,,,,,,,,0,,,,,,0
1039088,,,,,,,,,,,,0,,,0,,,,,,0
1039127,0,,1,,,,,,,,,,,,,0,,,,,1
1039129,,,,,,,,,,,,0,,,,,,,0,,0
1039146,,,,0,,,,,,,,,,,0,,,,,,0
1039175,0,,,,,,,,,,,,,,0,,,,,,0
1039177,0,,0,,,,,,,,,,,,,,,,,,0
1039214,,1,,,,,,,,,,,,,,,,,1,,2
1039417,,0,,,,,,,,,,,,,0,,,,,,0
1040327,,,,,,,,,,,,,1,,1,,,,,,2
1041019,,,,,,,,,,,,1,,,,,,,,,1
1041486,,,,,,,,,,,,,,,,1,,,1,,2
1041558,1,,,,,,,,,,,,,,,,,,,,1
1041876,,,1,,,,,,,,,,,,,,,,,,1
1042286,,,,,,,,,,,,,,,,1,,,,,1
638369,,0,,,,,,,,,,,0,,,,,1,,,1
711638,,0,,,,,0,0,0,,,0,0,0,0,,0,0,0,0,0
712892,0,0,,,,0,0,,,,,,,,,,,,,,0
721475,0,,0,,0,0,0,,0,0,,,0,,0,,,0,,,0
739513,,0,,,,,0,0,0,0,0,,,0,0,,,,,,0
742398,,1,,,,,,,,,,0,1,,,1,,,0,,3
743622,0,,0,0,0,,,,,,,0,0,0,0,,,0,,,0
744060,0,,,,,0,0,,0,0,,,,,0,,,,,,0
749664,,,,,,,,0,0,0,0,,,,0,,,,,,0
753544,,,,,,,,,,,,,0,,,,,1,1,,2
753958,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
756249,0,,0,0,0,0,0,,0,0,,0,0,0,0,,,0,,,0
756447,,1,,,,,,,,,,,1,,,,,,,,2
756802,0,,,,,,,,,,,,1,,1,,,,,,2
757199,0,,0,0,0,,,,,,,,0,,,,,0,,,0
757739,,0,,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,0
759467,,,,,,,,,,,,,1,,,,,,,,1
760766,,0,,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
761910,,0,,,,,0,,0,0,,,0,,0,,,0,,,0
762573,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,,,0
763199,,1,,,,,,,,,,,1,,,,,,,,2
763456,,,,,,,0,0,0,0,0,,,,0,,,,,,0
764207,0,0,0,,,,,,,,,,0,,0,,,0,,,0
764463,,0,,,,,0,0,0,1,1,,,,0,,,,,,2
764776,0,0,,0,,0,0,,,,,,,,,,,,,,0
766798,0,,,0,,0,0,0,0,0,0,,,,0,,,,,,0
767480,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
767619,,,,,,,0,0,0,1,1,,,,0,,,,,,2
768035,1,,,,,,,,,,,,,,,,,,,,1
770011,0,,,,,0,0,0,0,0,0,,0,,,,,0,,,0
770258,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0
772438,,,,,,,0,0,0,1,1,,,,0,,,,,,2
777050,,0,,,,,,0,0,,,,,,,,,,,,0
777853,,,,1,,,,,,,,,1,,,,,,,,2
778890,,,,,,,0,0,0,0,0,0,0,,0,,,0,,,0
779018,,,,,,0,,,,,,,,,,,,,,,0
779928,,0,,,,,0,0,0,0,0,,,,0,,,,,,0
780285,,1,,,,,,,,,,0,1,0,,,,,0,,2
781139,,,,,,,,,0,0,,,,,0,,,,,,0
781508,,1,,,,,,,,,,0,0,,,0,0,1,0,,2
781585,1,,,,,,,,,,,,0,,,,,1,,,2
782223,,0,,,,,,,,,,0,0,1,,,,1,0,,2
782803,0,,,,,0,0,0,0,,0,,,,,,,,,,0
785434,,,,,0,,0,0,0,0,0,,,,0,,,,,,0
785737,0,,0,,,0,0,0,0,,,,0,,0,,,0,,,0
785940,,,,,,,0,0,0,0,0,,0,0,0,,0,0,0,0,0
786147,0,,0,,0,0,0,0,0,0,0,,0,,0,,,0,,,0
788533,,,,,,,0,0,0,0,0,,,,0,,,,,,0
789353,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0
790208,,,,,,,,0,0,,,,,,,,,,,,0
791833,,,,,,,,,,,,1,1,,,,,,,,2
791881,,,,,,,,,,,,,0,,0,,,,,,0
793400,,0,,,,,0,0,0,0,0,,,,0,,,,,,0
795951,0,0,,,,,,,,,,,,,,,,,,,0
795989,,0,,,,,,,,,,0,0,,,0,,,0,,0
796184,,,,,,,,0,0,0,0,,,,,,,,,,0
796618,,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
797538,,,,,,,0,0,0,0,0,,,,0,,,,,,0
798029,1,,,,,,,,,,,,,1,,,,,,,2
798172,,,,,,,0,0,0,0,0,,,,0,,,,,,0
800279,,,,,,,,,,,,1,1,,,,,,,,2
800355,,0,,,,,0,,0,0,,,0,,0,,,0,,,0
801292,0,0,,,,,,,,,,,0,,,,,1,,,1
803529,,,,,,,,0,0,0,0,,,,0,,,,,,0
803711,,1,,,,,,,,,,0,0,0,0,,0,0,0,1,2
803893,,,,,,,0,0,0,0,0,0,,,0,,,,,,0
804526,,,,,,,,0,0,,0,,,,0,,,,,,0
805786,,,,,,,,0,0,0,0,,,,0,,,,,,0
806040,,,,,,,1,0,0,0,0,0,,,0,,,,,,1
806067,1,,,0,,,,,,,,,1,,,,,,,,2
806175,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
806938,,,,,,,0,0,0,0,0,,,,0,,,,,,0
807437,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,0
808547,,,,,,,0,0,0,0,0,,,,,,,,,,0
809534,,,,,,,1,0,0,0,0,,0,,0,,,0,,,1
810558,0,0,0,0,,0,0,,,,,,0,,0,,,0,,,0
811826,,0,,,,,,,,,,0,1,,,0,,,0,,1
812545,0,,,,,0,1,,,,,,,,,,,,,,1
813624,,,,,,,,,,,,1,,,,,,,1,,2
814042,,,,,,,0,,0,0,,,0,,0,,,0,,0,0
817120,,,,,,,1,0,0,0,0,,0,,0,,,0,,,1
819789,,,,,,,0,0,0,0,0,,,,0,,,,,,0
820200,0,0,0,,0,0,0,,0,1,,,,,,,,,,,1
820502,,,,,,,,0,0,0,0,,,,0,,,,,,0
821233,,,,,,,0,0,0,0,0,,0,0,0,,0,0,,,0
821617,,0,,,,,0,0,0,0,0,,0,,0,,,0,,,0
821806,,,0,,0,,0,0,0,0,0,,0,,,,,0,,,0
822443,,,,,,,,0,0,0,0,,,,,,,,,,0
823560,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,0
823693,,,,,,,,,,,,1,,,1,,,,,,2
824052,0,,0,,,,,,,,,,,,,,,,,,0
825808,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,0
827826,,,,,,,1,0,0,0,0,,,0,0,,,,,,1
827891,0,,0,0,,0,0,,,,,0,,,,,,,,,0
828732,,,,,,,0,0,0,0,0,0,,,,,,,,,0
829607,,,,,,,0,0,0,0,0,0,,,0,,,,,,0
829674,,1,,,,,,,,,,0,,,,0,,,1,,2
830170,,,,,,,,,,,,0,1,,0,1,,,,,2
830280,0,0,0,,,,,,,,,0,0,0,,0,0,0,0,,0
831063,,,,,,,0,0,0,0,0,,,,0,,,,,,0
831245,,,,,,,,,,,,,0,0,,,,,,,0
831929,,0,,,,,,,,,,,0,0,,,,0,0,,0
832083,0,,0,0,,0,0,,0,0,,,,,0,,,,,,0
832159,0,,,,,0,0,,,,,,,,,,,,,,0
832386,1,0,1,,,,,,,,,0,0,1,,0,,0,0,,3
834177,0,,0,0,0,,,,,,,,,,,,,,,,0
834655,,1,,,,,,,,,,,1,,,0,1,,,,3
834815,,,,,,,,,,,,,0,,0,,,1,,,1
838054,,,,,,,,0,0,,0,,,,,,,,,,0
838520,,,,,,,0,0,0,0,0,,0,,0,,0,0,,,0
839082,,,,,,,0,1,0,,,,0,,0,,0,0,,,1
840229,,,,,,,,0,0,0,0,,,,0,,,,,,0
840446,,,,,,,0,0,0,0,0,,,,0,,,,,,0
840834,1,,,,,,,,,,,,,,,1,,,,,2
841135,,0,,,,,,,,,,,1,1,,,,,,,2
841262,,,,,,,,0,0,0,0,,,,0,,,,,,0
842347,,,,,,,1,0,0,0,0,,,,0,,,,,,1
842519,,,,,,,,0,0,0,0,,,,0,,,,,,0
843057,0,,,0,,0,0,0,0,0,1,,,,0,,,,,,1
847472,,,,,,,0,,0,0,,,,,0,,,,,0,0
849722,0,0,,,,0,0,,0,0,,,,,,,,,,,0
850293,,0,0,,0,,0,,0,0,,0,1,0,0,1,0,0,0,,2
851130,0,,,,,0,0,,0,0,,0,,,0,,,,,,0
851703,,,,,,,0,0,0,0,0,,,,,,,,,0,0
853842,,,,,,,0,0,0,0,0,,,,0,,,,,,0
854011,1,,,,,,,,,,,,1,,,,,,,,2
854166,,1,,,,,,,,,,,0,,,,,1,,,2
854548,0,0,0,0,0,0,0,,0,0,,0,,0,0,,,,,,0
854725,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
855192,,,,,,,0,0,0,0,0,,,,0,,,,,,0
856859,,,,,,,0,0,0,0,0,,,,,,,,,,0
856878,,1,,,,,,,,,,,1,,,,,,,,2
858181,,,,,,,,,,,,,1,,0,,,,,,1
858786,,,,,,,0,0,0,0,0,,,,0,,,,,,0
859513,,0,,,,,,,,,,,0,0,,0,,0,0,,0
860170,,,,,,,,,,,,,1,,,,,,,1,2
860325,,,,,,,0,0,0,0,0,,,0,0,,,,,,0
860387,0,0,0,0,0,0,0,,0,0,,,0,,0,,,0,,,0
860481,,,,,,,0,0,0,0,0,,0,,0,,0,0,,0,0
860572,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
862127,,0,,,,,1,0,0,1,0,,0,,,,,0,,,2
862501,,,,,,,0,0,0,0,0,,0,0,0,,0,0,,,0
863257,,0,,,0,,0,0,0,0,0,,,0,0,,,,,,0
864176,,,,,,,0,0,0,0,0,,,,0,,,,,,0
864239,,0,,,,,0,0,0,0,0,,,,0,,,,,,0
865248,,0,,,,,0,0,0,1,1,,,,0,,,,,,2
865368,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
866702,,0,,,,,0,0,0,0,0,,,,0,,,,,,0
867569,,,,,,,0,0,0,0,0,,,,0,,,,,,0
867692,,0,,,,,0,0,0,0,0,0,0,0,0,,0,0,,0,0
867995,,0,,,,,,0,0,0,0,,,,0,,0,,,,0
868149,,,,,,,0,0,0,0,0,,,,0,,,,,,0
868252,,,,,,,,0,0,0,0,,,,0,,,,,,0
869541,,,,,,,,0,0,0,0,,,,0,,,,,,0
870208,0,,,,,,,,,,,,0,,0,,,0,,,0
870801,,,,,,,1,0,0,0,0,,,,0,,,,,,1
870908,,,,,,,,,,1,,,,,0,,,,,,1
871112,,,,,,,,0,0,0,0,,,,,,,,,,0
871186,,,,,,,,0,0,0,0,,,,0,,,,,,0
871263,,,,,,,0,0,0,0,0,,,,0,,0,,,,0
871947,,1,,,,,,,,,,,1,,,,,,,,2
873088,,0,,,,,0,0,0,0,0,,0,,0,,,0,,,0
873173,0,0,0,,,0,0,,,,0,,0,0,,,,0,,,0
873339,,,,,,,0,,0,0,,,,,0,,,,,,0
873896,,,,,,,,0,0,0,1,,0,,,,,0,,,1
874034,,0,,,,,1,0,0,1,1,,0,,0,,,0,,,3
874678,,0,,,,,,,,,,0,0,0,0,,,0,,,0
876387,,,,,,,0,0,0,0,0,,,,,,,,,,0
876679,,,,,,,0,0,0,0,0,0,,,0,,,,,,0
876797,,0,,,,,0,0,0,0,0,,,,,,,,0,,0
876843,,0,,,,,,,,,,,0,,,,,0,1,,1
877320,0,,,,,,,,,,,0,,0,,,,,,,0
877760,,,,,,,0,,0,0,,,,,,,,,,,0
878674,,,,,,,0,0,0,0,0,,,,0,,,,,,0
879196,,,,,,,0,0,0,0,0,,,,0,,,,,,0
880418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
880816,,0,0,,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,,2
880972,,,,,,,,0,0,0,0,,,,0,,,,,,0
881207,,,,,,,0,0,0,0,0,,,,0,,,,,,0
881368,,,,,,,,0,0,,0,,,,0,,,,,,0
883059,,,,,,,,0,0,0,0,,,,,,,,,,0
884743,,,,,,,,0,0,,0,,,,0,,,,,,0
885139,,,,,,,0,0,0,0,0,,,,0,,,,,,0
885144,0,0,,,0,0,0,0,0,0,1,,0,,,,,0,,,1
885334,,0,,,,,,,,,,,0,,0,,0,0,,,0
886183,,,,,,,,0,0,0,0,,,,0,,,,,,0
887526,,0,0,,0,,0,,0,0,,,0,,0,,,0,,,0
887619,,1,,,,,,,,,,0,1,,,0,,,0,,2
887901,,,,,,,0,0,0,0,0,0,,,0,,,,,,0
888418,,0,,,,,,,,,,0,1,1,,0,0,,0,,2
889650,,,,,,,0,0,0,0,0,,,,0,,,,,,0
889828,,,,,,,0,0,0,0,0,,0,0,0,,,0,,,0
889987,,,,,,,,0,0,0,0,,,,0,,,,,,0
890220,,1,,,,,0,1,0,,,,0,,0,,,0,,,2
890283,,0,,,,,0,0,0,,,0,0,0,0,,0,0,0,0,0
890356,,0,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
890907,,,,,,,0,0,0,0,0,,,,0,,,,,,0
891029,,0,0,,0,,,,,,,0,0,0,0,0,0,0,0,,0
891319,,,,,,,0,0,0,0,0,,,,0,,,,,,0
891377,,,,,,,0,0,0,0,0,,,,,,,,,,0
891488,,,,,,,,0,0,0,0,,,,0,,,,,,0
891586,,,,,,,0,0,0,0,0,,0,,0,,0,0,,,0
891910,0,0,,,,0,0,,0,,0,,,,,,,,,,0
891946,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
892312,0,,0,,0,0,0,,0,0,,,,,,,0,,,,0
892545,,0,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
892557,0,,,,,0,0,0,0,0,0,0,0,,0,,,0,,,0
892635,,0,,,,,,,,,,,,,0,,,,,,0
893211,,,,,,,0,0,0,1,1,,,,,,,,,,2
893344,,0,,,,,,,,,,0,0,,,1,,,0,,1
893482,,,,,,,0,0,0,0,0,,,,0,,,,,,0
893526,,,,,,,0,,0,0,,0,0,0,0,,,0,0,0,0
893580,,0,,,,,0,0,0,0,0,0,,,0,,0,,,,0
893882,,,,,,,0,0,0,0,0,,,,0,,,,,,0
893913,,,,,,,0,0,0,0,0,,,,0,,,,,,0
894233,,,,,,,0,0,0,0,0,,,,0,,,,,,0
894394,,,,,,,,,,,,,1,,,,,,1,,2
895240,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
895351,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0
895832,,,,,,,0,0,0,0,0,,,,0,,,,,,0
895903,,,,,,,,,,,,,1,,,,,,0,,1
896063,,0,,,,,,,,,,,0,,,,,,,,0
896068,,,,,,,0,0,0,0,0,0,,,0,,,,,,0
898123,,,,,,,0,0,0,0,0,,,,0,,,,,,0
898231,,0,,,,,0,,0,0,,0,0,,0,,,0,,,0
898314,,,,,,,0,0,0,0,0,,,,0,,,,,,0
898513,,0,,,,,0,0,0,0,0,0,0,,0,,0,0,,,0
898595,,,,,,,0,0,0,0,0,,,,0,,,,,,0
898598,,0,,,,,,0,0,,0,,,,0,,,,,,0
898620,,,,,,,0,0,0,0,0,,,0,0,,,,,0,0
898790,,0,,,,,0,0,0,0,0,,,,0,,,,,,0
899068,,0,,,,,0,0,0,0,0,0,,0,0,,,,0,,0
899276,,,,,,,0,0,0,0,0,,,,0,,,,,,0
899605,,,,,,,0,0,0,0,0,,,,0,,,,,,0
899644,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
900090,,0,,,,,0,0,0,0,0,,,,0,,,,,,0
900121,,,,,,,0,0,0,0,0,,,,0,,,,,,0
900347,0,,,0,0,0,0,0,0,0,1,,0,,,,,0,,,1
900706,,,,,,,0,0,0,0,0,0,0,,0,,,0,,,0
901849,0,,,,,0,0,,0,0,,,,,,,,,,,0
901858,,,,,,,0,0,0,0,0,,,,0,,0,,,,0
902206,,0,,,,,0,0,0,0,0,0,0,,0,,,0,,,0
902406,,,,,,,1,0,0,0,0,,,,0,,,,,,1
902948,,,,,,,0,0,0,0,0,,,,0,,,,,,0
903114,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
903132,,0,,,,,0,0,0,0,0,0,0,,0,,0,1,,0,1
903546,,,,,,,0,0,0,0,0,,,,0,,,,,,0
904033,,,,,,,0,0,0,0,0,,,,0,,,,,,0
904225,,,,,,,0,1,0,,,,,,0,,,,,,1
904711,,0,,,,,,,,,,0,0,0,,0,0,0,0,,0
905986,,0,,,,,0,0,0,0,0,,0,,0,,,0,,0,0
906300,,,,,,,0,0,0,0,0,0,,,0,,,,,,0
906587,,,,,,,1,,,,,,,,0,,,,,,1
906656,,,,,,,,0,0,0,0,,0,,0,,,0,,,0
906671,,,,,,,,0,0,0,0,,,,0,,,,,,0
906686,,,,,,,0,0,0,0,0,,,,0,,,,,,0
906704,0,0,,0,,0,0,1,0,,,,,,,,,,,,1
907011,,,,,,,0,0,0,0,0,,,,,,,,,,0
907408,,,,,,,,,,,,0,1,,,,,1,,,2
907454,0,,0,0,0,0,0,0,0,1,,,0,,0,,0,0,,,1
907518,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
907532,,,,,,,,,,,,,1,,,,,,,,1
907953,0,,0,,,0,0,0,0,,0,,,,,,,,,,0
908199,,1,,,,,,,,,,,1,,0,,,,,,2
908273,,0,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
908289,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,0
908411,,0,,,,,1,0,0,0,0,,0,,0,,,0,,,1
908991,,,,,,,0,0,0,0,0,,,,0,,,,,,0
909143,,,,,,,0,0,0,0,0,,,,0,,,,,,0
909286,,,,,,,0,,,,,,,,0,,0,,,,0
909597,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
910121,,0,,,,,0,0,0,0,0,0,,,0,,,,,,0
910172,,0,,,,,,0,0,0,0,,,,0,,,,,,0
910775,,1,,,,,,,,,,,1,,,,,,,,2
910910,,,,,,,0,0,0,0,0,,,,0,,,,,,0
910945,,,,,,,,,,,,,1,,,,,,,,1
911384,,0,,,,,,,,,,,0,1,1,,,0,,,2
911796,,,,,,,0,,0,0,,,0,0,0,,,0,,,0
912444,,,,,,,,0,0,,0,,0,,0,,,0,,,0
912503,,,,,,,0,0,0,1,1,0,,,0,,,,,,2
912681,,,,,,,0,0,0,0,0,,0,0,0,,,0,,,0
912697,,,,,,,0,0,0,0,0,,,,0,,,,,,0
912737,,,,,,,,,,,,,,,1,,,,,,1
912973,,,,,,,0,0,0,0,0,,,,0,,,,,,0
913138,,0,,,,,0,,,,,0,0,,0,,,0,,0,0
913144,,,,,,,0,0,0,0,0,,,,0,,,,,,0
913451,,0,,,,,0,0,0,0,0,,,0,0,,,,,,0
913603,,0,0,,,,1,1,0,,,0,,,,,,,,,2
913764,,0,,,,,,0,0,0,0,0,,,0,,,,,,0
914243,,,,,,,0,0,0,0,0,0,0,,0,,,0,,,0
914452,,,,,,,1,0,0,0,1,0,,,0,,,,,,2
914454,,,,,,,0,0,0,0,0,,,,0,,,,,,0
915388,,,,,,,0,0,0,0,0,,,,0,,,,,,0
